fecha,estacion,temp_max_c,temp_min_c,temp_media_c,precipitacion_mm,humedad_relativa_pct,radiacion_solar_mj,viento_ms,riesgo_helada,anio,mes
2016-10-25,Huangascar,18.29,3.93,9.99,0.0,51.91,27.8,2.57,0,2016,10
2016-10-26,Huangascar,18.41,4.27,10.28,0.0,43.12,23.94,2.2,0,2016,10
2016-10-27,Huangascar,16.95,5.29,9.71,0.18,44.58,20.63,1.64,0,2016,10
2016-10-28,Huangascar,16.99,4.64,9.72,0.02,57.81,17.93,2.33,0,2016,10
2016-10-29,Huangascar,18.61,3.58,10.44,0.34,52.19,20.72,2.72,0,2016,10
2016-10-30,Huangascar,18.64,6.51,10.92,0.43,54.04,24.87,2.52,0,2016,10
2016-10-31,Huangascar,18.43,5.24,10.27,0.05,45.49,28.52,2.73,0,2016,10
2016-11-01,Huangascar,19.24,3.0,10.24,0.0,37.83,29.28,2.54,0,2016,11
2016-11-02,Huangascar,18.59,4.88,10.29,0.0,49.86,29.0,2.42,0,2016,11
2016-11-03,Huangascar,16.54,3.23,9.76,0.0,49.41,23.3,1.74,0,2016,11
2016-11-04,Huangascar,18.31,5.71,10.94,0.0,56.82,18.28,1.97,0,2016,11
2016-11-05,Huangascar,20.26,5.8,12.08,0.0,48.98,21.85,2.37,0,2016,11
2016-11-06,Huangascar,20.38,5.68,11.98,0.0,51.76,24.69,2.37,0,2016,11
2016-11-07,Huangascar,18.34,7.32,11.1,1.19,58.66,26.1,1.74,0,2016,11
2016-11-08,Huangascar,18.3,5.12,10.67,0.94,58.02,19.33,2.42,0,2016,11
2016-11-09,Huangascar,19.13,6.21,11.12,0.33,45.56,21.8,2.62,0,2016,11
2016-11-10,Huangascar,19.29,3.93,10.4,0.0,43.75,26.96,3.24,0,2016,11
2016-11-11,Huangascar,19.36,1.62,9.54,0.0,36.95,33.05,3.12,1,2016,11
2016-11-12,Huangascar,18.76,2.03,9.57,0.0,38.05,32.56,2.75,0,2016,11
2016-11-13,Huangascar,18.06,1.94,9.15,0.0,45.67,30.76,2.9,1,2016,11
2016-11-14,Huangascar,19.0,-0.69,8.57,0.0,39.6,31.75,2.73,1,2016,11
2016-11-15,Huangascar,17.89,3.89,9.28,0.0,42.51,30.68,2.58,0,2016,11
2016-11-16,Huangascar,18.63,3.62,9.87,0.2,36.81,25.24,2.63,0,2016,11
2016-11-17,Huangascar,18.08,4.74,10.18,0.11,42.16,21.72,1.87,0,2016,11
2016-11-18,Huangascar,14.14,5.79,9.24,0.0,46.19,18.62,1.98,0,2016,11
2016-11-19,Huangascar,18.4,3.87,10.03,0.0,39.74,31.67,3.07,0,2016,11
2016-11-20,Huangascar,17.91,1.94,9.03,0.0,27.67,32.44,2.91,1,2016,11
2016-11-21,Huangascar,18.57,2.47,10.03,0.0,48.82,31.1,2.42,0,2016,11
2016-11-22,Huangascar,17.95,4.67,9.88,1.2,49.18,27.29,2.13,0,2016,11
2016-11-23,Huangascar,18.51,4.11,10.48,0.46,37.78,27.1,2.17,0,2016,11
2016-11-24,Huangascar,19.07,2.66,10.13,0.12,39.92,25.75,2.87,0,2016,11
2016-11-25,Huangascar,18.94,3.06,10.29,0.0,44.79,27.32,2.57,0,2016,11
2016-11-26,Huangascar,18.04,5.26,10.3,5.17,51.16,23.53,2.64,0,2016,11
2016-11-27,Huangascar,15.68,3.85,8.99,3.14,54.75,23.44,2.57,0,2016,11
2016-11-28,Huangascar,18.55,2.39,9.76,0.98,48.86,22.41,2.5,0,2016,11
2016-11-29,Huangascar,18.78,3.34,11.04,0.79,52.81,24.57,2.15,0,2016,11
2016-11-30,Huangascar,14.53,7.13,9.83,0.0,61.27,20.12,1.81,0,2016,11
2016-12-01,Huangascar,18.25,6.05,10.74,0.0,60.94,22.11,2.11,0,2016,12
2016-12-02,Huangascar,17.85,6.31,10.7,0.0,62.51,19.92,1.63,0,2016,12
2016-12-03,Huangascar,15.12,6.42,9.85,0.64,65.9,15.68,1.85,0,2016,12
2016-12-04,Huangascar,15.36,5.92,8.76,5.57,66.13,15.5,1.81,0,2016,12
2016-12-05,Huangascar,16.47,5.62,9.74,1.85,67.61,22.01,1.95,0,2016,12
2016-12-06,Huangascar,16.96,5.37,9.99,1.75,61.1,23.93,2.4,0,2016,12
2016-12-07,Huangascar,13.43,4.86,8.34,0.71,72.77,17.94,1.45,0,2016,12
2016-12-08,Huangascar,14.61,4.45,8.06,1.23,74.45,13.3,1.42,0,2016,12
2016-12-09,Huangascar,15.68,4.6,8.6,0.34,68.54,15.94,2.57,0,2016,12
2016-12-10,Huangascar,13.81,4.1,8.28,0.0,58.08,18.25,2.11,0,2016,12
2016-12-11,Huangascar,14.21,3.98,8.68,0.0,65.99,20.72,1.93,0,2016,12
2016-12-12,Huangascar,19.53,3.26,10.39,0.0,48.95,25.71,2.42,0,2016,12
2016-12-13,Huangascar,19.38,3.05,10.55,0.0,41.48,25.13,2.34,0,2016,12
2016-12-14,Huangascar,17.4,4.63,10.56,0.23,60.14,20.7,1.49,0,2016,12
2016-12-15,Huangascar,14.84,7.15,10.34,1.94,69.54,11.88,1.22,0,2016,12
2016-12-16,Huangascar,17.91,6.07,10.65,0.34,66.7,17.69,2.21,0,2016,12
2016-12-17,Huangascar,19.23,5.97,11.4,0.01,59.2,21.0,1.65,0,2016,12
2016-12-18,Huangascar,20.5,5.48,12.12,0.0,57.69,22.91,1.96,0,2016,12
2016-12-19,Huangascar,16.3,6.76,10.58,0.0,66.41,15.34,1.36,0,2016,12
2016-12-20,Huangascar,17.8,5.54,9.72,3.08,65.58,22.17,2.29,0,2016,12
2016-12-21,Huangascar,15.61,4.68,8.75,1.24,71.16,16.06,1.61,0,2016,12
2016-12-22,Huangascar,17.38,5.16,10.25,0.0,65.74,22.59,1.48,0,2016,12
2016-12-23,Huangascar,17.99,5.53,10.48,0.0,63.56,20.59,1.24,0,2016,12
2016-12-24,Huangascar,18.18,5.28,10.44,0.0,65.58,20.6,1.9,0,2016,12
2016-12-25,Huangascar,17.22,5.04,9.74,3.31,72.09,16.67,2.36,0,2016,12
2016-12-26,Huangascar,17.9,5.49,10.5,0.8,69.49,21.5,2.83,0,2016,12
2016-12-27,Huangascar,18.66,4.08,9.87,0.06,71.02,25.99,2.45,0,2016,12
2016-12-28,Huangascar,15.68,5.69,9.35,2.25,70.2,17.62,1.93,0,2016,12
2016-12-29,Huangascar,16.3,5.46,9.89,0.87,70.13,16.83,1.91,0,2016,12
2016-12-30,Huangascar,18.13,5.76,9.96,0.05,69.89,17.85,1.97,0,2016,12
2016-12-31,Huangascar,17.22,5.62,9.33,1.45,69.47,12.39,2.21,0,2016,12
2017-01-01,Huangascar,17.8,5.84,10.69,1.69,67.84,19.41,1.56,0,2017,1
2017-01-02,Huangascar,16.28,6.77,9.91,4.21,74.65,15.7,1.64,0,2017,1
2017-01-03,Huangascar,18.01,6.75,10.8,2.14,69.47,15.16,1.75,0,2017,1
2017-01-04,Huangascar,14.16,5.49,8.55,2.29,73.34,12.54,1.62,0,2017,1
2017-01-05,Huangascar,14.68,5.15,9.09,1.12,71.95,15.33,1.42,0,2017,1
2017-01-06,Huangascar,17.05,5.12,9.91,0.44,71.46,17.99,1.43,0,2017,1
2017-01-07,Huangascar,16.87,5.32,9.75,1.26,71.84,14.45,2.36,0,2017,1
2017-01-08,Huangascar,17.26,5.93,10.15,0.17,66.35,17.84,3.14,0,2017,1
2017-01-09,Huangascar,15.11,4.9,7.93,0.56,72.66,20.87,2.42,0,2017,1
2017-01-10,Huangascar,14.83,3.32,8.61,0.16,74.18,13.1,1.23,0,2017,1
2017-01-11,Huangascar,16.73,3.68,9.47,0.0,74.51,17.99,1.28,0,2017,1
2017-01-12,Huangascar,16.38,5.83,9.9,0.4,73.47,16.65,1.48,0,2017,1
2017-01-13,Huangascar,17.51,5.59,10.09,6.72,74.58,16.8,1.95,0,2017,1
2017-01-14,Huangascar,14.47,5.84,9.09,1.82,79.83,13.63,1.83,0,2017,1
2017-01-15,Huangascar,14.12,5.0,8.26,5.67,81.32,15.76,2.06,0,2017,1
2017-01-16,Huangascar,12.96,4.69,8.03,1.71,78.48,15.76,1.31,0,2017,1
2017-01-17,Huangascar,13.74,4.93,8.56,1.52,79.59,17.26,1.33,0,2017,1
2017-01-18,Huangascar,16.27,5.94,10.15,1.42,74.65,15.11,1.06,0,2017,1
2017-01-19,Huangascar,17.56,4.57,9.82,7.4,73.66,17.6,1.75,0,2017,1
2017-01-20,Huangascar,15.35,5.1,9.5,3.03,73.01,19.25,1.18,0,2017,1
2017-01-21,Huangascar,16.87,4.76,9.66,3.46,71.32,14.16,1.65,0,2017,1
2017-01-22,Huangascar,15.11,5.28,8.7,2.12,80.41,15.58,2.6,0,2017,1
2017-01-23,Huangascar,14.95,5.29,8.58,2.19,81.15,16.05,2.72,0,2017,1
2017-01-24,Huangascar,16.41,4.33,8.35,2.41,78.77,17.46,1.74,0,2017,1
2017-01-25,Huangascar,14.79,4.86,8.51,1.1,76.7,14.02,1.84,0,2017,1
2017-01-26,Huangascar,16.57,5.38,9.21,1.91,76.37,18.04,2.15,0,2017,1
2017-01-27,Huangascar,15.34,5.59,9.3,0.54,74.84,17.71,1.62,0,2017,1
2017-01-28,Huangascar,18.75,3.83,10.51,0.0,68.74,17.4,1.93,0,2017,1
2017-01-29,Huangascar,19.12,3.63,10.62,0.0,67.76,22.72,2.0,0,2017,1
2017-01-30,Huangascar,19.2,3.75,10.72,0.0,71.05,22.67,1.89,0,2017,1
2017-01-31,Huangascar,16.03,6.78,10.2,0.0,73.83,15.75,1.51,0,2017,1
2017-02-01,Huangascar,18.29,5.7,10.3,1.92,74.49,19.73,2.11,0,2017,2
2017-02-02,Huangascar,17.15,5.75,9.84,0.45,74.5,20.89,2.34,0,2017,2
2017-02-03,Huangascar,18.47,5.78,10.56,0.0,70.44,18.44,1.76,0,2017,2
2017-02-04,Huangascar,16.98,5.79,10.07,0.0,75.11,19.18,1.63,0,2017,2
2017-02-05,Huangascar,17.59,6.29,10.7,0.0,70.54,17.1,1.48,0,2017,2
2017-02-06,Huangascar,19.38,6.7,11.57,0.06,67.5,18.67,1.64,0,2017,2
2017-02-07,Huangascar,15.52,6.85,10.2,0.05,77.13,16.83,1.69,0,2017,2
2017-02-08,Huangascar,17.89,5.24,10.52,5.22,72.28,15.39,1.72,0,2017,2
2017-02-09,Huangascar,15.61,5.49,9.93,1.37,74.98,14.9,1.11,0,2017,2
2017-02-10,Huangascar,16.14,5.85,9.41,1.83,78.14,14.16,1.82,0,2017,2
2017-02-11,Huangascar,16.02,4.57,8.84,1.4,77.98,16.33,2.11,0,2017,2
2017-02-12,Huangascar,16.69,5.62,9.24,4.91,76.5,17.77,2.03,0,2017,2
2017-02-13,Huangascar,15.02,5.32,8.87,6.8,79.35,12.19,1.7,0,2017,2
2017-02-14,Huangascar,15.93,5.52,9.57,5.14,75.67,13.54,1.24,0,2017,2
2017-02-15,Huangascar,16.25,5.36,9.43,2.07,73.11,22.67,1.24,0,2017,2
2017-02-16,Huangascar,15.8,5.17,8.76,6.1,77.17,16.29,2.33,0,2017,2
2017-02-17,Huangascar,13.32,4.75,7.9,6.71,81.81,13.74,2.45,0,2017,2
2017-02-18,Huangascar,15.0,4.41,8.71,0.72,80.0,16.21,1.74,0,2017,2
2017-02-19,Huangascar,17.26,4.14,8.62,1.61,77.81,16.55,1.96,0,2017,2
2017-02-20,Huangascar,14.72,5.18,8.48,1.08,76.6,20.17,2.37,0,2017,2
2017-02-21,Huangascar,15.53,4.22,8.38,0.1,75.76,11.86,2.26,0,2017,2
2017-02-22,Huangascar,14.62,5.47,8.67,1.84,80.47,16.01,1.16,0,2017,2
2017-02-23,Huangascar,14.74,4.95,8.26,2.91,82.24,14.55,1.31,0,2017,2
2017-02-24,Huangascar,15.44,5.2,8.64,0.57,79.25,15.66,1.67,0,2017,2
2017-02-25,Huangascar,15.92,4.97,8.51,1.97,78.95,14.69,1.82,0,2017,2
2017-02-26,Huangascar,13.54,3.63,7.48,9.12,83.17,16.53,1.18,0,2017,2
2017-02-27,Huangascar,14.31,3.71,7.66,1.36,80.81,15.46,1.97,0,2017,2
2017-02-28,Huangascar,15.33,4.16,8.0,2.09,78.23,15.38,2.23,0,2017,2
2017-03-01,Huangascar,14.44,3.77,7.68,0.96,82.11,18.37,2.04,0,2017,3
2017-03-02,Huangascar,15.95,4.02,8.6,0.1,76.13,15.83,2.35,0,2017,3
2017-03-03,Huangascar,16.26,4.88,9.28,0.61,75.78,13.54,1.64,0,2017,3
2017-03-04,Huangascar,17.29,5.33,10.05,0.07,76.8,17.58,1.39,0,2017,3
2017-03-05,Huangascar,16.87,5.31,9.58,1.4,78.67,17.6,1.64,0,2017,3
2017-03-06,Huangascar,15.54,5.79,8.8,0.16,76.91,15.56,1.7,0,2017,3
2017-03-07,Huangascar,15.71,5.55,9.6,8.74,77.5,18.59,1.69,0,2017,3
2017-03-08,Huangascar,16.99,5.55,9.55,3.98,81.7,11.94,1.66,0,2017,3
2017-03-09,Huangascar,16.35,5.47,9.17,4.45,80.67,16.65,1.63,0,2017,3
2017-03-10,Huangascar,14.76,5.2,8.79,2.05,80.18,13.86,1.65,0,2017,3
2017-03-11,Huangascar,16.71,5.64,9.77,0.08,76.23,18.05,1.51,0,2017,3
2017-03-12,Huangascar,17.05,5.19,9.87,0.15,73.7,19.64,1.2,0,2017,3
2017-03-13,Huangascar,16.65,5.01,9.44,0.87,77.09,18.65,1.43,0,2017,3
2017-03-14,Huangascar,15.69,5.9,9.11,0.12,80.15,13.95,1.39,0,2017,3
2017-03-15,Huangascar,14.73,5.15,8.43,2.0,83.09,12.74,2.35,0,2017,3
2017-03-16,Huangascar,14.82,4.51,8.07,0.39,80.5,15.45,2.64,0,2017,3
2017-03-17,Huangascar,16.69,4.59,8.38,5.34,75.9,16.73,1.86,0,2017,3
2017-03-18,Huangascar,15.82,3.86,8.74,4.32,78.05,15.39,1.65,0,2017,3
2017-03-19,Huangascar,16.89,4.11,9.49,0.4,78.09,16.75,1.3,0,2017,3
2017-03-20,Huangascar,17.72,4.4,9.97,0.0,73.7,20.68,1.74,0,2017,3
2017-03-21,Huangascar,17.39,5.9,10.37,0.0,72.78,20.08,1.68,0,2017,3
2017-03-22,Huangascar,15.34,5.91,9.44,5.07,78.58,19.91,1.31,0,2017,3
2017-03-23,Huangascar,14.92,4.69,8.5,1.16,82.92,15.1,1.76,0,2017,3
2017-03-24,Huangascar,16.75,4.67,9.01,1.7,75.5,16.27,1.5,0,2017,3
2017-03-25,Huangascar,15.9,4.85,8.49,0.22,77.88,17.0,1.82,0,2017,3
2017-03-26,Huangascar,17.0,4.46,9.01,0.05,72.35,17.85,2.08,0,2017,3
2017-03-27,Huangascar,15.07,4.98,8.74,0.08,78.52,13.58,1.66,0,2017,3
2017-03-28,Huangascar,16.42,4.91,8.79,0.05,77.44,14.48,1.69,0,2017,3
2017-03-29,Huangascar,16.88,5.41,9.32,0.76,71.76,17.07,2.16,0,2017,3
2017-03-30,Huangascar,16.04,5.35,8.79,4.14,71.65,15.36,1.73,0,2017,3
2017-03-31,Huangascar,16.12,4.24,8.81,0.51,74.69,14.33,1.8,0,2017,3
2017-04-01,Huangascar,15.61,5.38,9.16,0.0,77.08,16.1,1.11,0,2017,4
2017-04-02,Huangascar,17.04,6.55,10.0,0.0,76.28,14.99,1.74,0,2017,4
2017-04-03,Huangascar,13.59,5.59,8.59,0.05,76.48,14.46,1.38,0,2017,4
2017-04-04,Huangascar,16.21,5.56,9.14,1.08,70.0,17.36,1.65,0,2017,4
2017-04-05,Huangascar,17.66,5.16,10.23,0.1,70.62,17.77,1.57,0,2017,4
2017-04-06,Huangascar,17.68,6.47,10.24,0.26,72.45,13.45,1.63,0,2017,4
2017-04-07,Huangascar,18.23,5.32,10.17,0.82,67.31,17.9,2.34,0,2017,4
2017-04-08,Huangascar,15.14,5.22,8.66,0.03,69.45,21.51,1.67,0,2017,4
2017-04-09,Huangascar,17.22,3.21,9.06,0.0,70.04,20.39,1.98,0,2017,4
2017-04-10,Huangascar,16.36,4.71,9.38,0.01,74.28,20.43,1.65,0,2017,4
2017-04-11,Huangascar,18.04,4.61,10.04,0.0,68.15,18.25,1.74,0,2017,4
2017-04-12,Huangascar,18.27,5.77,10.52,2.05,69.63,14.76,1.78,0,2017,4
2017-04-13,Huangascar,18.58,5.18,10.15,0.38,70.2,17.4,1.73,0,2017,4
2017-04-14,Huangascar,19.54,4.16,10.89,0.2,64.1,23.94,1.74,0,2017,4
2017-04-15,Huangascar,19.24,6.75,11.27,0.13,66.3,20.82,1.86,0,2017,4
2017-04-16,Huangascar,18.56,7.38,11.39,0.0,64.24,19.49,1.55,0,2017,4
2017-04-17,Huangascar,17.04,6.41,10.42,0.55,71.06,20.66,1.58,0,2017,4
2017-04-18,Huangascar,16.66,6.65,10.13,0.63,71.06,16.47,1.95,0,2017,4
2017-04-19,Huangascar,15.92,5.38,8.74,0.0,72.54,21.87,2.09,0,2017,4
2017-04-20,Huangascar,17.5,3.76,9.7,0.0,66.92,24.33,1.75,0,2017,4
2017-04-21,Huangascar,17.22,5.33,10.2,0.0,71.56,21.87,1.1,0,2017,4
2017-04-22,Huangascar,18.89,5.21,10.85,0.0,62.5,21.09,1.66,0,2017,4
2017-04-23,Huangascar,15.88,6.23,10.01,2.53,65.38,18.16,1.9,0,2017,4
2017-04-24,Huangascar,17.54,5.58,9.86,0.18,67.36,23.55,1.8,0,2017,4
2017-04-25,Huangascar,17.23,3.6,9.45,0.0,53.42,24.78,2.36,0,2017,4
2017-04-26,Huangascar,15.52,3.52,8.43,6.91,67.71,17.27,1.74,0,2017,4
2017-04-27,Huangascar,16.77,3.18,8.86,2.31,66.29,18.07,1.84,0,2017,4
2017-04-28,Huangascar,17.15,4.67,9.42,1.1,61.13,16.66,1.95,0,2017,4
2017-04-29,Huangascar,17.38,3.48,9.18,3.11,61.47,14.38,2.0,0,2017,4
2017-04-30,Huangascar,17.83,4.68,10.01,0.48,64.84,16.3,1.97,0,2017,4
2017-05-01,Huangascar,18.39,4.23,10.61,0.0,62.56,20.42,1.8,0,2017,5
2017-05-02,Huangascar,18.35,6.3,10.85,0.0,64.17,22.54,2.17,0,2017,5
2017-05-03,Huangascar,19.26,5.94,11.2,0.0,61.91,18.23,2.11,0,2017,5
2017-05-04,Huangascar,17.87,6.72,10.62,0.0,64.84,19.52,2.03,0,2017,5
2017-05-05,Huangascar,18.24,5.42,10.33,0.0,62.95,16.35,1.79,0,2017,5
2017-05-06,Huangascar,17.22,5.48,9.81,3.0,67.86,15.89,1.77,0,2017,5
2017-05-07,Huangascar,16.23,5.75,9.25,0.14,65.74,17.35,2.37,0,2017,5
2017-05-08,Huangascar,17.89,3.9,9.54,0.0,60.29,20.53,1.99,0,2017,5
2017-05-09,Huangascar,17.35,5.76,10.13,0.0,67.43,17.88,1.45,0,2017,5
2017-05-10,Huangascar,17.31,5.65,9.78,0.0,70.17,12.55,1.86,0,2017,5
2017-05-11,Huangascar,15.74,5.37,9.2,0.0,65.31,19.68,1.94,0,2017,5
2017-05-12,Huangascar,17.47,5.02,9.6,0.0,64.2,23.24,2.04,0,2017,5
2017-05-13,Huangascar,18.84,5.5,10.71,0.0,61.68,21.97,1.56,0,2017,5
2017-05-14,Huangascar,18.66,6.52,10.84,0.0,67.76,21.51,1.57,0,2017,5
2017-05-15,Huangascar,16.39,5.73,10.05,0.0,68.39,17.99,1.56,0,2017,5
2017-05-16,Huangascar,16.69,5.44,9.64,0.0,61.55,12.84,1.93,0,2017,5
2017-05-17,Huangascar,17.31,4.34,9.19,0.0,49.48,19.84,2.33,0,2017,5
2017-05-18,Huangascar,17.34,2.54,8.5,0.0,43.97,22.35,2.2,0,2017,5
2017-05-19,Huangascar,16.16,2.31,8.46,0.0,50.61,19.58,1.91,0,2017,5
2017-05-20,Huangascar,16.63,3.9,9.12,13.93,44.86,17.91,1.92,0,2017,5
2017-05-21,Huangascar,14.19,5.46,8.66,23.15,67.11,10.14,1.36,0,2017,5
2017-05-22,Huangascar,14.26,4.63,8.35,2.11,66.03,13.8,1.52,0,2017,5
2017-05-23,Huangascar,15.61,4.37,8.67,0.27,61.07,14.27,1.59,0,2017,5
2017-05-24,Huangascar,17.05,2.41,8.88,0.03,64.55,17.79,2.12,0,2017,5
2017-05-25,Huangascar,16.85,4.71,9.35,0.0,66.89,17.24,2.31,0,2017,5
2017-05-26,Huangascar,16.96,4.87,9.7,1.32,61.56,18.92,1.92,0,2017,5
2017-05-27,Huangascar,15.81,5.23,9.32,0.7,67.31,12.4,1.84,0,2017,5
2017-05-28,Huangascar,16.52,4.88,9.67,0.04,67.55,15.01,1.88,0,2017,5
2017-05-29,Huangascar,14.63,6.15,9.22,0.51,71.45,13.97,1.59,0,2017,5
2017-05-30,Huangascar,15.65,4.56,8.88,0.07,65.74,14.22,2.02,0,2017,5
2017-05-31,Huangascar,16.93,2.91,8.75,0.01,56.52,16.41,2.62,0,2017,5
2017-06-01,Huangascar,17.12,3.2,9.14,0.0,58.43,17.6,2.21,0,2017,6
2017-06-02,Huangascar,17.66,3.58,9.28,0.0,55.01,16.98,2.11,0,2017,6
2017-06-03,Huangascar,16.29,5.29,9.5,0.01,61.12,16.25,1.77,0,2017,6
2017-06-04,Huangascar,17.15,3.76,9.48,0.0,62.74,17.95,1.88,0,2017,6
2017-06-05,Huangascar,17.79,4.47,9.9,0.0,62.67,17.2,2.06,0,2017,6
2017-06-06,Huangascar,17.19,3.91,9.27,0.0,64.83,17.41,2.14,0,2017,6
2017-06-07,Huangascar,15.58,3.73,8.41,0.0,60.83,20.46,2.51,0,2017,6
2017-06-08,Huangascar,14.65,2.91,7.42,0.0,65.36,21.87,2.29,0,2017,6
2017-06-09,Huangascar,17.59,2.66,9.03,0.0,53.89,20.72,1.66,0,2017,6
2017-06-10,Huangascar,17.23,5.38,10.02,0.0,57.93,18.57,2.06,0,2017,6
2017-06-11,Huangascar,16.8,2.8,8.73,0.0,30.13,21.72,1.93,0,2017,6
2017-06-12,Huangascar,17.51,0.35,8.04,0.0,30.69,21.58,1.94,1,2017,6
2017-06-13,Huangascar,17.35,-0.49,8.08,0.0,51.14,20.94,1.92,1,2017,6
2017-06-14,Huangascar,17.52,4.09,9.59,0.0,60.91,18.91,1.55,0,2017,6
2017-06-15,Huangascar,17.06,4.44,9.61,0.0,61.31,19.76,1.44,0,2017,6
2017-06-16,Huangascar,18.13,4.25,9.71,0.27,51.07,21.6,2.25,0,2017,6
2017-06-17,Huangascar,18.91,1.84,9.05,0.19,51.92,21.53,2.09,1,2017,6
2017-06-18,Huangascar,18.76,1.08,8.96,0.0,57.59,22.13,2.33,1,2017,6
2017-06-19,Huangascar,18.34,2.83,9.36,0.0,57.21,21.7,2.11,0,2017,6
2017-06-20,Huangascar,16.84,2.37,8.94,0.0,58.32,18.77,2.08,0,2017,6
2017-06-21,Huangascar,16.66,3.36,9.07,0.0,60.37,18.15,1.56,0,2017,6
2017-06-22,Huangascar,17.05,5.03,9.86,0.0,56.62,15.81,1.73,0,2017,6
2017-06-23,Huangascar,18.15,3.5,9.86,0.0,54.49,21.68,1.63,0,2017,6
2017-06-24,Huangascar,16.76,4.57,9.38,0.0,58.89,20.35,1.37,0,2017,6
2017-06-25,Huangascar,16.67,4.94,9.49,0.0,56.38,18.55,1.48,0,2017,6
2017-06-26,Huangascar,16.05,3.54,8.71,0.0,58.53,21.44,2.04,0,2017,6
2017-06-27,Huangascar,15.75,5.18,8.89,0.0,58.85,18.94,1.8,0,2017,6
2017-06-28,Huangascar,17.43,4.35,9.74,0.0,59.73,15.99,2.01,0,2017,6
2017-06-29,Huangascar,16.14,6.0,9.45,0.0,58.02,17.11,2.22,0,2017,6
2017-06-30,Huangascar,16.59,5.68,9.49,0.0,64.35,14.16,2.13,0,2017,6
2017-07-01,Huangascar,16.87,4.82,9.31,5.81,63.05,15.82,2.18,0,2017,7
2017-07-02,Huangascar,15.86,2.19,8.26,1.14,64.44,16.94,2.29,0,2017,7
2017-07-03,Huangascar,15.6,3.67,8.31,0.62,58.13,12.92,1.67,0,2017,7
2017-07-04,Huangascar,16.33,3.03,8.59,0.16,57.47,19.1,2.01,0,2017,7
2017-07-05,Huangascar,16.3,3.95,9.08,0.0,55.77,20.09,1.86,0,2017,7
2017-07-06,Huangascar,16.96,4.6,9.44,0.0,54.52,19.65,1.87,0,2017,7
2017-07-07,Huangascar,16.96,3.38,9.06,0.0,60.88,20.93,2.36,0,2017,7
2017-07-08,Huangascar,17.13,4.59,9.56,0.0,61.36,22.61,2.31,0,2017,7
2017-07-09,Huangascar,17.81,2.38,9.07,0.0,56.28,21.97,2.11,0,2017,7
2017-07-10,Huangascar,17.26,4.77,9.42,0.0,59.22,18.97,1.81,0,2017,7
2017-07-11,Huangascar,16.43,3.75,8.89,0.0,61.6,18.89,1.88,0,2017,7
2017-07-12,Huangascar,16.76,4.42,9.46,0.0,59.54,20.97,1.97,0,2017,7
2017-07-13,Huangascar,17.52,2.67,9.38,0.0,57.37,21.94,2.43,0,2017,7
2017-07-14,Huangascar,17.81,3.65,9.86,0.0,54.43,22.17,2.31,0,2017,7
2017-07-15,Huangascar,17.08,2.97,9.3,0.0,56.28,22.42,1.95,0,2017,7
2017-07-16,Huangascar,17.77,2.51,9.5,0.0,58.4,22.74,2.15,0,2017,7
2017-07-17,Huangascar,18.27,3.24,9.64,0.0,59.42,22.01,2.26,0,2017,7
2017-07-18,Huangascar,17.88,4.54,10.05,0.0,56.01,20.4,2.14,0,2017,7
2017-07-19,Huangascar,19.13,2.35,9.69,0.0,50.54,22.61,2.36,0,2017,7
2017-07-20,Huangascar,18.97,1.6,8.68,0.0,43.18,22.92,2.2,1,2017,7
2017-07-21,Huangascar,18.73,0.89,8.23,0.0,41.33,23.17,1.81,1,2017,7
2017-07-22,Huangascar,17.2,-0.46,7.32,0.0,44.62,23.88,2.08,1,2017,7
2017-07-23,Huangascar,17.85,0.1,8.07,0.0,45.89,23.62,2.31,1,2017,7
2017-07-24,Huangascar,18.39,0.31,8.61,0.0,50.33,24.09,2.01,1,2017,7
2017-07-25,Huangascar,17.71,0.75,8.57,0.0,53.78,23.07,2.92,1,2017,7
2017-07-26,Huangascar,18.33,1.78,8.92,0.0,52.02,23.36,2.86,1,2017,7
2017-07-27,Huangascar,17.76,2.64,9.48,0.0,56.65,19.73,2.5,0,2017,7
2017-07-28,Huangascar,17.92,5.14,10.15,0.0,59.6,22.69,2.27,0,2017,7
2017-07-29,Huangascar,17.66,5.59,10.27,0.0,56.7,21.2,1.94,0,2017,7
2017-07-30,Huangascar,18.18,2.85,9.7,0.0,54.11,21.39,1.99,0,2017,7
2017-07-31,Huangascar,17.31,3.79,9.86,0.0,54.84,22.54,1.87,0,2017,7
2017-08-01,Huangascar,16.48,4.86,9.7,0.0,57.95,22.09,2.23,0,2017,8
2017-08-02,Huangascar,19.04,3.92,10.54,0.0,54.15,23.51,2.25,0,2017,8
2017-08-03,Huangascar,18.78,3.32,9.85,0.0,58.06,20.7,2.34,0,2017,8
2017-08-04,Huangascar,18.78,3.11,10.03,0.0,52.83,23.77,2.3,0,2017,8
2017-08-05,Huangascar,19.33,4.37,10.66,0.0,52.84,23.29,2.24,0,2017,8
2017-08-06,Huangascar,19.06,2.1,10.08,0.0,50.25,23.76,2.13,0,2017,8
2017-08-07,Huangascar,19.13,1.62,10.08,0.0,47.37,24.07,2.19,1,2017,8
2017-08-08,Huangascar,19.0,1.6,9.9,0.0,47.31,23.8,1.8,1,2017,8
2017-08-09,Huangascar,18.2,1.17,9.44,0.0,47.09,22.06,2.13,1,2017,8
